review,task
The user interface works great and the mapping is nice:) The only bug I've seen is sometimes the Facebook integration.,PD
"Im a dudeIm a dude and i love pinterest The app is little glitchie on Android and iPhone, but it's getting better",PD
The new iPad Air can't close the gap,PD
Recently I have been having trouble sending photos. I need to send half a dozen before going through.,PD
Not being able to save forum posts that are the most useful suggestions when you're on a trip No saved trips that you've put together personally to help you when you're on the move with your phone What use is that? Not many will find a wifi and open their laptop,PD
It's way too slow!! I loved this app then I updated and it's like a leafing sloth Ugh!! FIX PLEASE!!,PD
"But I don't understand why we can't add a website, although it's also an option, it will be cool to add videos!",PD
"WorstAtleast reply and help Worst for four days trying to register every time they Balnce for verification, they send vote verification and then fails that even crap negative star",PD
"I am a bit in love with Pinterest! very addictive, but a bit slow!",PD
I use ipad mini But I can't even access my account because the app crashes iPhone size every time I open it,PD
I like the fact that I can download drop boxes on any device and share images What I don't like is the time it takes to download images and that I always need to be connected to the internet to download them. This keeps the images from downloading a few times when I'm away from Wifi 2613. I'm still trying to find out if images that support the app aren't downloaded and I'll remove this app from my iPad because it's worthless.,PD
"This once great app is now useless, every address I type fails. I was a loyal and constant user before the update, now I'm looking for another app that actually works.",PD
"The forecast is no more specific than a high and low temperature and a picture of the weather for the whole day. Nevertheless, this should not be too detailed, and it offers a lot of information for the current time. My biggest complaint is that the app often crashes at startup. Sometimes it is loaded the second time, sometimes it requires a reboot of my 3rd generation iPad. It is a nice looking app as you would want it on the iPad, it has only one stability problem.",PD
"I called HP to reset the printer, iPad and computer, and even they couldn't figure out what the problem was. After a ton of lost time, I decided to delete the app, and it enabled the iPad to find the printer with AirPrint. This app requires a lot of work, so I would be extremely careful when downloading at this time. A waste of time!",PD
2114Don't let me share recipes with any of my friends,PD
The current version does not display all files in the dropdown box Please fix!,PD
Can no longer add files directly from the phone Lost for me now totally the point Will not use it until I see an update,PD
"This app used to work fine. After most event updates, but I can't even open it, I get the logo screen and then the app crashes completely. The update rendered it useless!!",PD
The search function does not work and I have to log in every time I open it. Evernote needs to fix this problem.,PD
"For me, functionality is more important than appearance, so this review says nothing about the updated look. There are some big problems with the update!!!! I no longer have the ability to open ""in."" That means I can look at my number tables, but I can't ""open"" numbers, so I can't work with these tables or enter any information about them Main problem!!! It makes the Dropbox completely useless for me Please fix this!!!!!",PD
Where should mini-games like the iPhone / iPod version be available?,PD
